"No.","Time","Source","Destination","Protocol","Length","Info"
"6250","222.642144","161.111.136.238","224.0.0.251","MDNS","1053","Standard query 0x0000 PTR _ftp._tcp.local, ""QM"" question PTR _nfs._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _sftp-ssh._tcp.local, ""QM"" question PTR _webdavs._tcp.local, ""QM"" question PTR _webdav._tcp.local, ""QM"" question PTR webbio (2)._sftp-ssh._tcp.local PTR SFTP File Transfer on crosier._sftp-ssh._tcp.local PTR C\303\251sarâ\200\231s iMac._sftp-ssh._tcp.local PTR atrindadeâ\200\231s MacBook Air._sftp-ssh._tcp.local PTR iMac de Marta._sftp-ssh._tcp.local PTR CRESQUES3._smb._tcp.local PTR webbio (2)._smb._tcp.local PTR NASURGELES._smb._tcp.local PTR AirPort Time Capsule de Albert._smb._tcp.local PTR BA-07E676._smb._tcp.local PTR wavetank._smb._tcp.local PTR DiscGeoMC._smb._tcp.local PTR Alfacs._smb._tcp.local PTR MacBook Pro de Josep Glili (3)._smb._tcp.local PTR webbio (2)._afpovertcp._tcp.local PTR NASUrgeles (AFP)._afpovertcp._tcp.local PTR AirPort Time Capsule de Albert._afpovertcp._tcp.local PTR wavetank(AFP)._afpovertcp._tcp.local PTR DiscGeoMC._afpovertcp._tcp.local PTR MacBook Pro de Josep Glili (3)._afpovertcp._tcp.local PTR HP LaserJet P3005 REC [1F55C8]._ftp._tcp.local PTR webbio (2)._ftp._tcp.local PTR wavetank(FTP)._ftp._tcp.local PTR HP LaserJet P3005 [A1CF30]._ftp._tcp.local PTR HP LaserJet P3005 GMO [923DC3]._ftp._tcp.local PTR HP LaserJet P3010 Series [41DA32]._ftp._tcp.local PTR hp LaserJet 4250 [157FF8]._ftp._tcp.local"
"6251","222.642934","161.111.136.126","224.0.0.251","MDNS","60","Standard query response 0x0000"
"6252","222.645459","161.111.138.203","255.255.255.255","UDP","156","49185  >  8125 Len=114"
"6253","222.839521","161.111.136.145","161.111.139.255","UDP","305","54915  >  54915 Len=263"
"6254","222.883745","fe80::4424:e125:dc10:16be","ff02::1:2","DHCPv6","152","Solicit XID: 0x45ef54 CID: 000100012626ae5f525400e3b84f "
"6255","222.897315","192.168.4.20","161.111.139.31","UDP","104","35106  >  6041 Len=62"
"6256","222.897842","161.111.139.31","161.111.139.255","DIS","104","PDUType: 71 \t Info Operations Report"
"6257","222.897914","161.111.139.31","161.111.139.255","UDP","104","44597  >  1003 Len=62"
"6258","222.897992","161.111.139.31","161.111.139.255","UDP","104","52685  >  3401 Len=62"
"6259","222.898034","161.111.139.31","161.111.139.255","UDP","104","35919  >  6341 Len=62"
"6260","222.898070","161.111.139.31","161.111.139.255","UDP","104","38373  >  6441 Len=62"
"6261","222.904846","192.168.4.20","161.111.139.31","UDP","104","33411  >  2999 Len=62"
"6262","223.069047","161.111.136.135","255.255.255.255","DB-LSP-DISC","197","Dropbox LAN sync Discovery Protocol"
"6263","223.070086","161.111.136.135","161.111.139.255","DB-LSP-DISC","197","Dropbox LAN sync Discovery Protocol"
"6264","223.263434","161.111.137.40","239.255.255.250","SSDP","143","M-SEARCH * HTTP/1.1 "
"6265","223.468100","161.111.137.12","224.0.0.251","MDNS","74","Standard query 0x0000 A Recursos.local, ""QM"" question"
"6266","223.468728","fe80::945e:a58a:bad3:e8bd","ff02::fb","MDNS","94","Standard query 0x0000 A Recursos.local, ""QM"" question"
"6267","223.468892","161.111.136.126","224.0.0.251","MDNS","60","Standard query response 0x0000"
"6268","223.469719","161.111.137.12","224.0.0.251","MDNS","74","Standard query 0x0000 AAAA Recursos.local, ""QM"" question"
"6269","223.470307","fe80::945e:a58a:bad3:e8bd","ff02::fb","MDNS","94","Standard query 0x0000 AAAA Recursos.local, ""QM"" question"
"6270","223.470372","161.111.136.126","224.0.0.251","MDNS","60","Standard query response 0x0000"
"6271","223.472106","fe80::945e:a58a:bad3:e8bd","ff02::1:3","LLMNR","88","Standard query 0xe632 A Recursos"
"6272","223.472675","161.111.137.12","224.0.0.252","LLMNR","68","Standard query 0xe632 A Recursos"
"6273","223.473816","fe80::945e:a58a:bad3:e8bd","ff02::1:3","LLMNR","88","Standard query 0xd85a AAAA Recursos"
"6274","223.474334","161.111.137.12","224.0.0.252","LLMNR","68","Standard query 0xd85a AAAA Recursos"
"6275","223.524967","161.111.138.2","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"6276","223.599995","161.111.137.247","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"6277","223.640863","161.111.137.12","224.0.0.251","MDNS","76","Standard query 0x0000 A hp2k3recPS.local, ""QM"" question"
"6278","223.641383","fe80::945e:a58a:bad3:e8bd","ff02::fb","MDNS","96","Standard query 0x0000 A hp2k3recPS.local, ""QM"" question"
"6279","223.641506","161.111.136.126","224.0.0.251","MDNS","60","Standard query response 0x0000"
"6280","223.642438","161.111.137.12","224.0.0.251","MDNS","76","Standard query 0x0000 AAAA hp2k3recPS.local, ""QM"" question"
"6281","223.643002","fe80::945e:a58a:bad3:e8bd","ff02::fb","MDNS","96","Standard query 0x0000 AAAA hp2k3recPS.local, ""QM"" question"
"6282","223.643136","161.111.136.126","224.0.0.251","MDNS","60","Standard query response 0x0000"
"6283","223.644197","fe80::945e:a58a:bad3:e8bd","ff02::1:3","LLMNR","90","Standard query 0xd70a A hp2k3recPS"
"6284","223.644548","161.111.137.12","224.0.0.252","LLMNR","70","Standard query 0xd70a A hp2k3recPS"
"6285","223.645320","fe80::945e:a58a:bad3:e8bd","ff02::1:3","LLMNR","90","Standard query 0x77b4 AAAA hp2k3recPS"
"6286","223.645734","161.111.137.12","224.0.0.252","LLMNR","70","Standard query 0x77b4 AAAA hp2k3recPS"
"6287","223.759525","161.111.137.119","161.111.139.255","NBNS","92","Name query NB WEBBIO<20>"
"6288","223.820939","fe80::a3d3:d3ba:c4:fe1b","ff02::fb","MDNS","833","Standard query 0x0000 SRV HP Color LaserJet Pro M252dw (52CBAB)._ipp._tcp.local, ""QM"" question TXT HP Color LaserJet Pro M252dw (52CBAB)._ipp._tcp.local, ""QM"" question TXT"
"6289","223.821454","fe80::5a20:b1ff:fe52:cbab","ff02::fb","MDNS","226","Standard query response 0x0000 SRV, cache flush 0 0 631 NPI52CBAB.local AAAA, cache flush fe80::5a20:b1ff:fe52:cbab NSEC, cache flush NPI52CBAB.local NSEC, cache flush HP Color LaserJet Pro M252dw (52CBAB)._ipp._tcp.local"
"6290","223.842675","161.111.136.145","161.111.139.255","UDP","305","54915  >  54915 Len=263"
"6291","223.883217","fe80::945e:a58a:bad3:e8bd","ff02::1:3","LLMNR","88","Standard query 0xe632 A Recursos"
"6292","223.883596","161.111.137.12","224.0.0.252","LLMNR","68","Standard query 0xe632 A Recursos"
"6293","223.884976","fe80::945e:a58a:bad3:e8bd","ff02::1:3","LLMNR","88","Standard query 0xd85a AAAA Recursos"
"6294","223.885103","161.111.137.12","224.0.0.252","LLMNR","68","Standard query 0xd85a AAAA Recursos"
"6295","223.899605","161.111.137.61","255.255.255.255","DB-LSP-DISC","185","Dropbox LAN sync Discovery Protocol"
"6296","223.900222","161.111.137.61","161.111.139.255","DB-LSP-DISC","185","Dropbox LAN sync Discovery Protocol"
"6297","223.901880","192.168.4.20","161.111.139.31","UDP","101","33411  >  2999 Len=59"
"6298","223.923911","192.168.4.20","161.111.139.31","UDP","101","35106  >  6041 Len=59"
"6299","223.924509","161.111.139.31","161.111.139.255","DIS","101","PDUType: 71 \t Info Operations Report"
"6300","223.924591","161.111.139.31","161.111.139.255","UDP","101","44597  >  1003 Len=59"
"6301","223.924648","161.111.139.31","161.111.139.255","UDP","101","52685  >  3401 Len=59"
"6302","223.924694","161.111.139.31","161.111.139.255","UDP","101","35919  >  6341 Len=59"
"6303","223.924732","161.111.139.31","161.111.139.255","UDP","101","38373  >  6441 Len=59"
"6304","224.054482","fe80::945e:a58a:bad3:e8bd","ff02::1:3","LLMNR","90","Standard query 0xd70a A hp2k3recPS"
"6305","224.054542","161.111.137.12","224.0.0.252","LLMNR","70","Standard query 0xd70a A hp2k3recPS"
"6306","224.056468","fe80::945e:a58a:bad3:e8bd","ff02::1:3","LLMNR","90","Standard query 0x77b4 AAAA hp2k3recPS"
"6307","224.056518","161.111.137.12","224.0.0.252","LLMNR","70","Standard query 0x77b4 AAAA hp2k3recPS"
"6308","224.075367","161.111.137.109","239.255.255.250","SSDP","477","NOTIFY * HTTP/1.1 "
"6309","224.115636","161.111.137.119","161.111.139.255","NBNS","92","Name query NB CC<1d>"
"6310","224.115895","161.111.137.119","161.111.139.255","NBNS","92","Name query NB MSHOME<1d>"
"6311","224.115917","161.111.137.119","161.111.139.255","NBNS","92","Name query NB GEOLOGIA<1d>"
"6312","224.116261","161.111.137.119","161.111.139.255","BROWSER","216","Get Backup List Request"
"6313","224.116483","161.111.137.119","161.111.139.255","BROWSER","216","Get Backup List Request"
"6314","224.116634","161.111.137.119","161.111.139.255","BROWSER","216","Get Backup List Request"
"6315","224.116796","161.111.137.119","161.111.139.255","BROWSER","216","Get Backup List Request"
"6316","224.117063","161.111.137.119","161.111.139.255","BROWSER","216","Get Backup List Request"
"6317","224.117388","161.111.137.119","161.111.139.255","BROWSER","216","Get Backup List Request"
"6318","224.117515","161.111.137.119","161.111.139.255","BROWSER","216","Get Backup List Request"
"6319","224.117610","161.111.137.119","161.111.139.255","BROWSER","216","Get Backup List Request"
"6320","224.130517","fe80::b442:b14b:6bbb:a367","ff02::c","SSDP","503","NOTIFY * HTTP/1.1 "
"6321","224.152366","161.111.137.109","239.255.255.250","SSDP","486","NOTIFY * HTTP/1.1 "
"6322","224.190646","fe80::b442:b14b:6bbb:a367","ff02::c","SSDP","512","NOTIFY * HTTP/1.1 "
"6323","224.230222","161.111.137.109","239.255.255.250","SSDP","549","NOTIFY * HTTP/1.1 "
"6324","224.267195","fe80::b442:b14b:6bbb:a367","ff02::c","SSDP","575","NOTIFY * HTTP/1.1 "
"6325","224.307965","161.111.137.109","239.255.255.250","SSDP","531","NOTIFY * HTTP/1.1 "
"6326","224.348238","fe80::b442:b14b:6bbb:a367","ff02::c","SSDP","557","NOTIFY * HTTP/1.1 "
"6327","224.361533","161.111.137.130","239.255.255.250","SSDP","139","M-SEARCH * HTTP/1.1 "
"6328","224.377065","161.111.137.130","239.255.255.250","SSDP","139","M-SEARCH * HTTP/1.1 "
"6329","224.386288","161.111.137.109","239.255.255.250","SSDP","486","NOTIFY * HTTP/1.1 "
"6330","224.414478","fe80::b442:b14b:6bbb:a367","ff02::c","SSDP","512","NOTIFY * HTTP/1.1 "
"6331","224.465066","161.111.137.109","239.255.255.250","SSDP","525","NOTIFY * HTTP/1.1 "
"6332","224.467728","161.111.137.12","224.0.0.251","MDNS","74","Standard query 0x0000 A Recursos.local, ""QM"" question"
"6333","224.468512","fe80::945e:a58a:bad3:e8bd","ff02::fb","MDNS","94","Standard query 0x0000 A Recursos.local, ""QM"" question"
"6334","224.468597","161.111.136.126","224.0.0.251","MDNS","60","Standard query response 0x0000"
"6335","224.469564","161.111.137.12","224.0.0.251","MDNS","74","Standard query 0x0000 AAAA Recursos.local, ""QM"" question"
"6336","224.470205","161.111.136.126","224.0.0.251","MDNS","60","Standard query response 0x0000"
"6337","224.470313","fe80::945e:a58a:bad3:e8bd","ff02::fb","MDNS","94","Standard query 0x0000 AAAA Recursos.local, ""QM"" question"
"6338","224.493612","fe80::b442:b14b:6bbb:a367","ff02::c","SSDP","551","NOTIFY * HTTP/1.1 "
"6339","224.525618","161.111.138.2","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"6340","224.542292","161.111.137.109","239.255.255.250","SSDP","557","NOTIFY * HTTP/1.1 "
"6341","224.572256","fe80::b442:b14b:6bbb:a367","ff02::c","SSDP","583","NOTIFY * HTTP/1.1 "
"6342","224.591983","161.111.138.75","239.255.255.250","SSDP","214","M-SEARCH * HTTP/1.1 "
"6343","224.600119","161.111.137.247","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"6344","224.621310","161.111.137.109","239.255.255.250","SSDP","486","NOTIFY * HTTP/1.1 "
"6345","224.640771","161.111.137.12","224.0.0.251","MDNS","76","Standard query 0x0000 A hp2k3recPS.local, ""QM"" question"
"6346","224.641405","fe80::945e:a58a:bad3:e8bd","ff02::fb","MDNS","96","Standard query 0x0000 A hp2k3recPS.local, ""QM"" question"
"6347","224.641461","161.111.136.126","224.0.0.251","MDNS","60","Standard query response 0x0000"
"6348","224.642446","161.111.137.12","224.0.0.251","MDNS","76","Standard query 0x0000 AAAA hp2k3recPS.local, ""QM"" question"
"6349","224.643108","fe80::945e:a58a:bad3:e8bd","ff02::fb","MDNS","96","Standard query 0x0000 AAAA hp2k3recPS.local, ""QM"" question"
"6350","224.643182","161.111.136.126","224.0.0.251","MDNS","60","Standard query response 0x0000"
"6351","224.651173","fe80::b442:b14b:6bbb:a367","ff02::c","SSDP","512","NOTIFY * HTTP/1.1 "
"6352","224.706254","161.111.137.109","239.255.255.250","SSDP","545","NOTIFY * HTTP/1.1 "
"6353","224.738014","fe80::b442:b14b:6bbb:a367","ff02::c","SSDP","571","NOTIFY * HTTP/1.1 "
"6354","224.765821","161.111.137.76","224.0.0.251","MDNS","146","Standard query 0x0000 PTR 4cf4058e._sub._apple-mobdev2._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question OPT"
"6355","224.766586","161.111.136.126","224.0.0.251","MDNS","60","Standard query response 0x0000"
"6356","224.774905","161.111.137.109","239.255.255.250","SSDP","539","NOTIFY * HTTP/1.1 "
"6357","224.777503","161.111.138.234","161.111.139.255","BACnet-APDU","60","Unconfirmed-REQ who-Is 10 10 "
"6358","224.804158","fe80::b442:b14b:6bbb:a367","ff02::c","SSDP","565","NOTIFY * HTTP/1.1 "
"6359","224.841621","161.111.136.145","161.111.139.255","UDP","305","54915  >  54915 Len=263"
"6360","224.994374","192.168.4.20","161.111.139.31","UDP","101","35106  >  6041 Len=59"
"6361","224.994837","161.111.139.31","161.111.139.255","DIS","101","PDUType: 71 \t Info Operations Report"
"6362","224.994910","161.111.139.31","161.111.139.255","UDP","101","44597  >  1003 Len=59"
"6363","224.994984","161.111.139.31","161.111.139.255","UDP","101","52685  >  3401 Len=59"
"6364","224.995033","161.111.139.31","161.111.139.255","UDP","101","35919  >  6341 Len=59"
"6365","224.995099","161.111.139.31","161.111.139.255","UDP","101","38373  >  6441 Len=59"
"6366","225.019021","192.168.4.20","161.111.139.31","UDP","101","33411  >  2999 Len=59"
"6367","225.526120","161.111.138.2","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"6368","225.592849","161.111.138.75","239.255.255.250","SSDP","214","M-SEARCH * HTTP/1.1 "
"6369","225.601103","161.111.137.247","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"6370","225.661377","161.111.138.243","255.255.255.255","DB-LSP-DISC","221","Dropbox LAN sync Discovery Protocol"
"6371","225.662540","161.111.138.243","161.111.139.255","DB-LSP-DISC","221","Dropbox LAN sync Discovery Protocol"
"6372","225.837176","161.111.136.145","161.111.139.255","UDP","305","54915  >  54915 Len=263"
"6373","225.871988","161.111.136.115","255.255.255.255","DB-LSP-DISC","184","Dropbox LAN sync Discovery Protocol"
"6374","225.873312","161.111.136.115","161.111.139.255","DB-LSP-DISC","184","Dropbox LAN sync Discovery Protocol"
"6375","225.873325","161.111.136.115","255.255.255.255","DB-LSP-DISC","184","Dropbox LAN sync Discovery Protocol"
"6376","225.873348","161.111.136.115","255.255.255.255","DB-LSP-DISC","184","Dropbox LAN sync Discovery Protocol"
"6377","225.900723","192.168.4.20","161.111.139.31","UDP","101","35106  >  6041 Len=59"
"6378","225.901243","161.111.139.31","161.111.139.255","DIS","101","PDUType: 71 \t Info Operations Report"
"6379","225.901313","161.111.139.31","161.111.139.255","UDP","101","44597  >  1003 Len=59"
"6380","225.901363","161.111.139.31","161.111.139.255","UDP","101","52685  >  3401 Len=59"
"6381","225.901413","161.111.139.31","161.111.139.255","UDP","101","35919  >  6341 Len=59"
"6382","225.901453","161.111.139.31","161.111.139.255","UDP","101","38373  >  6441 Len=59"
"6383","225.948754","192.168.4.20","161.111.139.31","UDP","101","33411  >  2999 Len=59"
"6384","225.961242","161.111.136.207","161.111.139.255","UDP","86","57621  >  57621 Len=44"
"6385","226.263280","161.111.137.40","239.255.255.250","SSDP","143","M-SEARCH * HTTP/1.1 "
"6386","226.505311","fe80::bd34:eee4:11ae:e121","ff02::1:2","DHCPv6","149","Solicit XID: 0xbf60e7 CID: 00010001183b944c782bcb9b5e8a "
"6387","226.594489","161.111.138.75","239.255.255.250","SSDP","214","M-SEARCH * HTTP/1.1 "
"6388","226.664995","0.0.0.0","255.255.255.255","DHCP","618","DHCP Discover - Transaction ID 0x4f293"
"6389","226.840897","161.111.136.145","161.111.139.255","UDP","305","54915  >  54915 Len=263"
"6390","226.887135","192.168.4.20","161.111.139.31","UDP","104","33411  >  2999 Len=62"
"6391","226.920664","192.168.4.20","161.111.139.31","UDP","104","35106  >  6041 Len=62"
"6392","226.921206","161.111.139.31","161.111.139.255","DIS","104","PDUType: 71 \t Info Operations Report"
"6393","226.921277","161.111.139.31","161.111.139.255","UDP","104","44597  >  1003 Len=62"
"6394","226.921325","161.111.139.31","161.111.139.255","UDP","104","52685  >  3401 Len=62"
"6395","226.921371","161.111.139.31","161.111.139.255","UDP","104","35919  >  6341 Len=62"
"6396","226.921407","161.111.139.31","161.111.139.255","UDP","104","38373  >  6441 Len=62"
"6397","227.110483","149.126.34.103","161.111.139.31","UDP","116","36668  >  6043 Len=74"
"6398","227.111170","161.111.139.31","161.111.139.255","UDP","116","33983  >  3403 Len=74"
"6399","227.111269","161.111.139.31","161.111.139.255","UDP","116","53722  >  6343 Len=74"
"6400","227.111346","161.111.139.31","161.111.139.255","UDP","116","39744  >  6443 Len=74"
"6401","227.314276","161.111.137.247","239.255.255.250","SSDP","320","NOTIFY * HTTP/1.1 "
"6402","227.373392","161.111.137.130","239.255.255.250","SSDP","139","M-SEARCH * HTTP/1.1 "
"6403","227.388932","161.111.137.130","239.255.255.250","SSDP","139","M-SEARCH * HTTP/1.1 "
"6404","227.505532","fe80::bd34:eee4:11ae:e121","ff02::1:2","DHCPv6","149","Solicit XID: 0xbf60e7 CID: 00010001183b944c782bcb9b5e8a "
"6405","227.537780","161.111.139.232","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"6406","227.569893","161.111.137.57","255.255.255.255","DB-LSP-DISC","283","Dropbox LAN sync Discovery Protocol"
"6407","227.570204","161.111.137.57","161.111.139.255","DB-LSP-DISC","283","Dropbox LAN sync Discovery Protocol"
"6408","227.595566","161.111.138.75","239.255.255.250","SSDP","214","M-SEARCH * HTTP/1.1 "
"6409","227.653125","161.111.138.203","255.255.255.255","UDP","156","49185  >  8125 Len=114"
"6410","227.804322","161.111.139.110","255.255.255.255","UDP","82","65324  >  1947 Len=40"
"6411","227.843601","161.111.136.145","161.111.139.255","UDP","305","54915  >  54915 Len=263"
"6412","227.932442","192.168.4.20","161.111.139.31","UDP","104","33411  >  2999 Len=62"
"6413","227.967986","192.168.4.20","161.111.139.31","UDP","104","35106  >  6041 Len=62"
"6414","227.968375","161.111.139.31","161.111.139.255","DIS","104","PDUType: 71 \t Info Operations Report"
"6415","227.968446","161.111.139.31","161.111.139.255","UDP","104","44597  >  1003 Len=62"
"6416","227.968510","161.111.139.31","161.111.139.255","UDP","104","52685  >  3401 Len=62"
"6417","227.968551","161.111.139.31","161.111.139.255","UDP","104","35919  >  6341 Len=62"
"6418","227.968586","161.111.139.31","161.111.139.255","UDP","104","38373  >  6441 Len=62"
"6419","228.207990","161.111.139.124","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"6420","228.217187","161.111.137.243","255.255.255.255","DB-LSP-DISC","360","Dropbox LAN sync Discovery Protocol"
"6421","228.217498","161.111.137.243","161.111.139.255","DB-LSP-DISC","360","Dropbox LAN sync Discovery Protocol"
"6422","228.217674","161.111.137.243","255.255.255.255","DB-LSP-DISC","370","Dropbox LAN sync Discovery Protocol"
"6423","228.217957","161.111.137.243","161.111.139.255","DB-LSP-DISC","370","Dropbox LAN sync Discovery Protocol"
"6424","228.218198","161.111.137.243","255.255.255.255","DB-LSP-DISC","369","Dropbox LAN sync Discovery Protocol"
"6425","228.218450","161.111.137.243","161.111.139.255","DB-LSP-DISC","369","Dropbox LAN sync Discovery Protocol"
"6426","228.218744","161.111.137.243","255.255.255.255","DB-LSP-DISC","374","Dropbox LAN sync Discovery Protocol"
"6427","228.218912","161.111.137.243","161.111.139.255","DB-LSP-DISC","374","Dropbox LAN sync Discovery Protocol"
"6428","228.332246","161.111.136.142","255.255.255.255","DB-LSP-DISC","325","Dropbox LAN sync Discovery Protocol"
"6429","228.332693","161.111.136.142","161.111.139.255","DB-LSP-DISC","325","Dropbox LAN sync Discovery Protocol"
"6430","228.539914","161.111.139.232","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"6431","228.675622","149.126.34.103","161.111.139.31","UDP","137","56938  >  6042 Len=95"
"6432","228.676344","161.111.139.31","161.111.139.255","UDP","137","58438  >  3402 Len=95"
"6433","228.676444","161.111.139.31","161.111.139.255","UDP","137","49755  >  6342 Len=95"
"6434","228.676537","161.111.139.31","161.111.139.255","UDP","137","45568  >  6442 Len=95"
"6435","228.685005","161.111.138.120","255.255.255.255","DB-LSP-DISC","281","Dropbox LAN sync Discovery Protocol"
"6436","228.685245","161.111.138.120","161.111.139.255","DB-LSP-DISC","281","Dropbox LAN sync Discovery Protocol"
"6437","228.842571","161.111.136.145","161.111.139.255","UDP","305","54915  >  54915 Len=263"
"6438","228.910720","192.168.4.20","161.111.139.31","UDP","104","33411  >  2999 Len=62"
"6439","228.910783","192.168.4.20","161.111.139.31","UDP","104","35106  >  6041 Len=62"
"6440","228.911172","161.111.139.31","161.111.139.255","DIS","104","PDUType: 71 \t Info Operations Report"
"6441","228.911235","161.111.139.31","161.111.139.255","UDP","104","44597  >  1003 Len=62"
"6442","228.911286","161.111.139.31","161.111.139.255","UDP","104","52685  >  3401 Len=62"
"6443","228.911334","161.111.139.31","161.111.139.255","UDP","104","35919  >  6341 Len=62"
"6444","228.911369","161.111.139.31","161.111.139.255","UDP","104","38373  >  6441 Len=62"
"6445","229.263478","161.111.137.40","239.255.255.250","SSDP","143","M-SEARCH * HTTP/1.1 "
"6446","229.442698","161.111.136.145","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"6447","229.444180","161.111.136.126","224.0.0.251","MDNS","60","Standard query response 0x0000"
"6448","229.477968","161.111.137.12","224.0.0.251","MDNS","74","Standard query 0x0000 A Recursos.local, ""QM"" question"
"6449","229.478637","fe80::945e:a58a:bad3:e8bd","ff02::fb","MDNS","94","Standard query 0x0000 A Recursos.local, ""QM"" question"
"6450","229.478678","161.111.136.126","224.0.0.251","MDNS","60","Standard query response 0x0000"
"6451","229.479794","161.111.137.12","224.0.0.251","MDNS","74","Standard query 0x0000 AAAA Recursos.local, ""QM"" question"
"6452","229.480370","161.111.136.126","224.0.0.251","MDNS","60","Standard query response 0x0000"
"6453","229.483629","fe80::945e:a58a:bad3:e8bd","ff02::fb","MDNS","94","Standard query 0x0000 AAAA Recursos.local, ""QM"" question"
"6454","229.486069","fe80::945e:a58a:bad3:e8bd","ff02::1:3","LLMNR","88","Standard query 0xb4b6 A Recursos"
"6455","229.486772","161.111.137.12","224.0.0.252","LLMNR","68","Standard query 0xb4b6 A Recursos"
"6456","229.488228","fe80::945e:a58a:bad3:e8bd","ff02::1:3","LLMNR","88","Standard query 0x64cc AAAA Recursos"
"6457","229.488771","161.111.137.12","224.0.0.252","LLMNR","68","Standard query 0x64cc AAAA Recursos"
"6458","229.518353","fe80::bd34:eee4:11ae:e121","ff02::1:2","DHCPv6","149","Solicit XID: 0xbf60e7 CID: 00010001183b944c782bcb9b5e8a "
"6459","229.540029","161.111.139.232","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"6460","229.648620","161.111.137.12","224.0.0.251","MDNS","76","Standard query 0x0000 A hp2k3recPS.local, ""QM"" question"
"6461","229.648944","fe80::945e:a58a:bad3:e8bd","ff02::fb","MDNS","96","Standard query 0x0000 A hp2k3recPS.local, ""QM"" question"
"6462","229.649296","161.111.136.126","224.0.0.251","MDNS","60","Standard query response 0x0000"
"6463","229.649537","161.111.137.12","224.0.0.251","MDNS","76","Standard query 0x0000 AAAA hp2k3recPS.local, ""QM"" question"
"6464","229.649850","fe80::945e:a58a:bad3:e8bd","ff02::fb","MDNS","96","Standard query 0x0000 AAAA hp2k3recPS.local, ""QM"" question"
"6465","229.650277","161.111.136.126","224.0.0.251","MDNS","60","Standard query response 0x0000"
"6466","229.650604","fe80::945e:a58a:bad3:e8bd","ff02::1:3","LLMNR","90","Standard query 0x0851 A hp2k3recPS"
"6467","229.650914","161.111.137.12","224.0.0.252","LLMNR","70","Standard query 0x0851 A hp2k3recPS"
"6468","229.651404","fe80::945e:a58a:bad3:e8bd","ff02::1:3","LLMNR","90","Standard query 0x85c0 AAAA hp2k3recPS"
"6469","229.651610","161.111.137.12","224.0.0.252","LLMNR","70","Standard query 0x85c0 AAAA hp2k3recPS"
"6470","229.662918","161.111.139.31","193.145.15.15","NTP","90","NTP Version 4, client"
"6471","229.675865","193.145.15.15","161.111.139.31","NTP","90","NTP Version 4, server"
"6472","229.844297","161.111.136.145","161.111.139.255","UDP","305","54915  >  54915 Len=263"
"6473","229.896792","fe80::945e:a58a:bad3:e8bd","ff02::1:3","LLMNR","88","Standard query 0xb4b6 A Recursos"
"6474","229.897039","161.111.137.12","224.0.0.252","LLMNR","68","Standard query 0xb4b6 A Recursos"
"6475","229.898715","fe80::945e:a58a:bad3:e8bd","ff02::1:3","LLMNR","88","Standard query 0x64cc AAAA Recursos"
"6476","229.898851","161.111.137.12","224.0.0.252","LLMNR","68","Standard query 0x64cc AAAA Recursos"
"6477","229.921118","192.168.4.20","161.111.139.31","UDP","104","35106  >  6041 Len=62"
"6478","229.921518","161.111.139.31","161.111.139.255","DIS","104","PDUType: 71 \t Info Operations Report"
"6479","229.921585","161.111.139.31","161.111.139.255","UDP","104","44597  >  1003 Len=62"
"6480","229.921636","161.111.139.31","161.111.139.255","UDP","104","52685  >  3401 Len=62"
"6481","229.921685","161.111.139.31","161.111.139.255","UDP","104","35919  >  6341 Len=62"
"6482","229.921721","161.111.139.31","161.111.139.255","UDP","104","38373  >  6441 Len=62"
"6483","229.926328","192.168.4.20","161.111.139.31","UDP","104","33411  >  2999 Len=62"
"6484","230.061617","fe80::945e:a58a:bad3:e8bd","ff02::1:3","LLMNR","90","Standard query 0x85c0 AAAA hp2k3recPS"
"6485","230.061636","fe80::945e:a58a:bad3:e8bd","ff02::1:3","LLMNR","90","Standard query 0x0851 A hp2k3recPS"
"6486","230.061674","161.111.137.12","224.0.0.252","LLMNR","70","Standard query 0x85c0 AAAA hp2k3recPS"
"6487","230.061703","161.111.137.12","224.0.0.252","LLMNR","70","Standard query 0x0851 A hp2k3recPS"
"6488","230.409509","161.111.136.156","161.111.139.255","DB-LSP-DISC","195","Dropbox LAN sync Discovery Protocol"
"6489","230.424671","161.111.137.12","161.111.139.255","UDP","86","57621  >  57621 Len=44"
"6490","230.478728","161.111.137.12","224.0.0.251","MDNS","74","Standard query 0x0000 A Recursos.local, ""QM"" question"
"6491","230.479417","161.111.136.126","224.0.0.251","MDNS","60","Standard query response 0x0000"
