"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","161.111.136.1","161.111.139.255","NBNS","92","Name query NB 0.0.0.0/0<00>"
"2","0.123253","161.111.137.3","255.255.255.255","DB-LSP-DISC","187","Dropbox LAN sync Discovery Protocol"
"3","0.135925","161.111.137.3","161.111.139.255","DB-LSP-DISC","187","Dropbox LAN sync Discovery Protocol"
"4","0.136289","161.111.137.3","255.255.255.255","DB-LSP-DISC","187","Dropbox LAN sync Discovery Protocol"
"5","0.136578","161.111.137.3","255.255.255.255","DB-LSP-DISC","187","Dropbox LAN sync Discovery Protocol"
"6","0.136880","161.111.137.3","255.255.255.255","DB-LSP-DISC","187","Dropbox LAN sync Discovery Protocol"
"7","0.137218","161.111.137.3","255.255.255.255","DB-LSP-DISC","187","Dropbox LAN sync Discovery Protocol"
"8","0.137413","161.111.137.96","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"9","0.137850","161.111.137.3","255.255.255.255","DB-LSP-DISC","187","Dropbox LAN sync Discovery Protocol"
"10","0.278336","161.111.136.244","224.0.0.251","MDNS","217","Standard query 0x0000 SRV HP Color LaserJet Pro M252dw (52CBAB)._ipp._tcp.local, ""QU"" question SRV HP Color LaserJet Pro M252dw (52CBAB)._ipps._tcp.local, ""QU"" question SRV hp LaserJet 4250 [157FF8]._pdl-datastream._tcp.local, ""QU"" question TXT hp LaserJet 4250 [157FF8]._pdl-datastream._tcp.local, ""QU"" question"
"11","0.278339","fe80::1b:1c80:bc3:1b7a","ff02::fb","MDNS","237","Standard query 0x0000 SRV HP Color LaserJet Pro M252dw (52CBAB)._ipp._tcp.local, ""QU"" question SRV HP Color LaserJet Pro M252dw (52CBAB)._ipps._tcp.local, ""QU"" question SRV hp LaserJet 4250 [157FF8]._pdl-datastream._tcp.local, ""QU"" question TXT hp LaserJet 4250 [157FF8]._pdl-datastream._tcp.local, ""QU"" question"
"12","0.279186","161.111.136.126","224.0.0.251","MDNS","60","Standard query response 0x0000"
"13","0.280418","161.111.138.101","224.0.0.251","MDNS","350","Standard query response 0x0000 A, cache flush 161.111.138.101 SRV, cache flush 0 0 9100 BCSILASER.local TXT, cache flush"
"14","0.333164","fe80::5a20:b1ff:fe52:cbab","ff02::fb","MDNS","311","Standard query response 0x0000 SRV, cache flush 0 0 631 NPI52CBAB.local SRV, cache flush 0 0 443 NPI52CBAB.local AAAA, cache flush fe80::5a20:b1ff:fe52:cbab NSEC, cache flush NPI52CBAB.local NSEC, cache flush HP Color LaserJet Pro M252dw (52CBAB)._ipp._tcp.local NSEC, cache flush HP Color LaserJet Pro M252dw (52CBAB)._ipps._tcp.local"
"15","0.749988","161.111.136.1","161.111.139.255","NBNS","92","Name query NB 0.0.0.0/0<00>"
"16","0.813378","161.111.136.145","161.111.139.255","UDP","305","54915  >  54915 Len=263"
"17","1.008649","161.111.137.247","239.255.255.250","SSDP","479","NOTIFY * HTTP/1.1 "
"18","1.039535","fe80::785b:5b45:e855:6a12","ff02::c","SSDP","505","NOTIFY * HTTP/1.1 "
"19","1.057038","192.168.4.20","161.111.139.31","UDP","108","33411  >  2999 Len=66"
"20","1.061942","192.168.4.20","161.111.139.31","UDP","108","35106  >  6041 Len=66"
"21","1.062473","161.111.139.31","161.111.139.255","DIS","108","PDUType: 71 \t Info Operations Report"
"22","1.062548","161.111.139.31","161.111.139.255","UDP","108","44597  >  1003 Len=66"
"23","1.062600","161.111.139.31","161.111.139.255","UDP","108","52685  >  3401 Len=66"
"24","1.062641","161.111.139.31","161.111.139.255","UDP","108","35919  >  6341 Len=66"
"25","1.062700","161.111.139.31","161.111.139.255","UDP","108","38373  >  6441 Len=66"
"26","1.109795","161.111.137.12","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"27","1.115249","161.111.136.126","224.0.0.251","MDNS","60","Standard query response 0x0000"
"28","1.149237","161.111.137.96","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"29","1.154859","161.111.139.246","161.111.139.255","DB-LSP-DISC","458","Dropbox LAN sync Discovery Protocol"
"30","1.178116","161.111.138.69","161.111.139.255","UDP","86","57621  >  57621 Len=44"
"31","1.214955","161.111.137.60","224.0.0.251","MDNS","110","Standard query 0x0000 SRV HP Designjet T1120ps 44in [A647BF]._ftp._tcp.local, ""QM"" question"
"32","1.215811","161.111.136.126","224.0.0.251","MDNS","60","Standard query response 0x0000"
"33","1.306857","161.111.136.176","255.255.255.255","DB-LSP-DISC","197","Dropbox LAN sync Discovery Protocol"
"34","1.310246","161.111.136.176","161.111.139.255","DB-LSP-DISC","197","Dropbox LAN sync Discovery Protocol"
"35","1.341490","161.111.137.247","239.255.255.250","SSDP","531","NOTIFY * HTTP/1.1 "
"36","1.369317","161.111.136.244","224.0.0.251","MDNS","75","Standard query 0x0000 AAAA BCSILASER.local, ""QU"" question"
"37","1.369319","fe80::1b:1c80:bc3:1b7a","ff02::fb","MDNS","95","Standard query 0x0000 AAAA BCSILASER.local, ""QU"" question"
"38","1.370289","161.111.136.126","224.0.0.251","MDNS","60","Standard query response 0x0000"
"39","1.393000","fe80::785b:5b45:e855:6a12","ff02::c","SSDP","557","NOTIFY * HTTP/1.1 "
"40","1.434236","161.111.137.76","255.255.255.255","UDP","82","52307  >  1947 Len=40"
"41","1.459912","161.111.136.158","255.255.255.255","UDP","82","50753  >  1947 Len=40"
"42","1.521506","161.111.139.247","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"43","1.576155","161.111.137.98","255.255.255.255","DB-LSP-DISC","229","Dropbox LAN sync Discovery Protocol"
"44","1.577267","161.111.137.98","161.111.139.255","DB-LSP-DISC","229","Dropbox LAN sync Discovery Protocol"
"45","1.705295","161.111.137.40","239.255.255.250","SSDP","143","M-SEARCH * HTTP/1.1 "
"46","1.739322","fe80::9a90:96ff:fed2:ce6c","ff02::fb","MDNS","130","Standard query 0x0000 SRV HP Designjet T1120ps 44in [A647BF]._ftp._tcp.local, ""QM"" question"
"47","1.756565","161.111.137.247","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"48","1.776073","fe80::785b:5b45:e855:6a12","ff02::c","SSDP","514","NOTIFY * HTTP/1.1 "
"49","1.813140","161.111.136.145","161.111.139.255","UDP","305","54915  >  54915 Len=263"
"50","1.826462","161.111.137.247","239.255.255.250","SSDP","545","NOTIFY * HTTP/1.1 "
"51","1.846686","fe80::785b:5b45:e855:6a12","ff02::c","SSDP","571","NOTIFY * HTTP/1.1 "
"52","2.023397","fe80::37:1d4e:525a:45df","ff02::1:2","DHCPv6","154","Solicit XID: 0x8791ba CID: 00010001214d6dbe00224d4f7a5a "
"53","2.051220","161.111.137.130","239.255.255.250","SSDP","139","M-SEARCH * HTTP/1.1 "
"54","2.082274","161.111.137.130","239.255.255.250","SSDP","139","M-SEARCH * HTTP/1.1 "
"55","2.155386","161.111.137.96","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"56","2.226783","192.168.4.20","161.111.139.31","UDP","108","33411  >  2999 Len=66"
"57","2.253248","161.111.136.206","239.255.255.250","SSDP","139","M-SEARCH * HTTP/1.1 "
"58","2.277877","192.168.4.20","161.111.139.31","UDP","108","35106  >  6041 Len=66"
"59","2.278419","161.111.139.31","161.111.139.255","DIS","108","PDUType: 71 \t Info Operations Report"
"60","2.278489","161.111.139.31","161.111.139.255","UDP","108","44597  >  1003 Len=66"
"61","2.278551","161.111.139.31","161.111.139.255","UDP","108","52685  >  3401 Len=66"
"62","2.278597","161.111.139.31","161.111.139.255","UDP","108","35919  >  6341 Len=66"
"63","2.278638","161.111.139.31","161.111.139.255","UDP","108","38373  >  6441 Len=66"
"64","2.309548","161.111.138.203","255.255.255.255","UDP","156","49185  >  8125 Len=114"
"65","2.310043","161.111.137.247","239.255.255.250","SSDP","320","NOTIFY * HTTP/1.1 "
"66","2.677591","161.111.137.247","239.255.255.250","SSDP","543","NOTIFY * HTTP/1.1 "
"67","2.681305","161.111.137.247","239.255.255.250","SSDP","559","NOTIFY * HTTP/1.1 "
"68","2.696788","161.111.137.243","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"69","2.697586","161.111.136.126","224.0.0.251","MDNS","60","Standard query response 0x0000"
"70","2.706489","fe80::785b:5b45:e855:6a12","ff02::c","SSDP","569","NOTIFY * HTTP/1.1 "
"71","2.738552","fe80::785b:5b45:e855:6a12","ff02::c","SSDP","585","NOTIFY * HTTP/1.1 "
"72","2.820995","161.111.136.145","161.111.139.255","UDP","305","54915  >  54915 Len=263"
"73","2.907538","161.111.136.154","161.111.139.255","UDP","82","57445  >  1947 Len=40"
"74","3.080768","161.111.137.12","239.255.255.250","SSDP","168","M-SEARCH * HTTP/1.1 "
"75","3.105661","192.168.4.20","161.111.139.31","UDP","108","35106  >  6041 Len=66"
"76","3.106184","161.111.139.31","161.111.139.255","DIS","108","PDUType: 71 \t Info Operations Report"
"77","3.106255","161.111.139.31","161.111.139.255","UDP","108","44597  >  1003 Len=66"
"78","3.106312","161.111.139.31","161.111.139.255","UDP","108","52685  >  3401 Len=66"
"79","3.106356","161.111.139.31","161.111.139.255","UDP","108","35919  >  6341 Len=66"
"80","3.106392","161.111.139.31","161.111.139.255","UDP","108","38373  >  6441 Len=66"
"81","3.135540","161.111.137.247","239.255.255.250","SSDP","559","NOTIFY * HTTP/1.1 "
"82","3.155721","fe80::785b:5b45:e855:6a12","ff02::c","SSDP","585","NOTIFY * HTTP/1.1 "
"83","3.159433","192.168.4.20","161.111.139.31","UDP","108","33411  >  2999 Len=66"
"84","3.169318","161.111.137.96","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"85","3.197530","161.111.139.235","255.255.255.255","DB-LSP-DISC","255","Dropbox LAN sync Discovery Protocol"
"86","3.207073","161.111.139.235","161.111.139.255","DB-LSP-DISC","255","Dropbox LAN sync Discovery Protocol"
"87","3.207311","161.111.139.235","255.255.255.255","DB-LSP-DISC","255","Dropbox LAN sync Discovery Protocol"
"88","3.207506","161.111.139.235","255.255.255.255","DB-LSP-DISC","255","Dropbox LAN sync Discovery Protocol"
"89","3.207787","161.111.139.235","255.255.255.255","DB-LSP-DISC","255","Dropbox LAN sync Discovery Protocol"
"90","3.208082","161.111.139.235","255.255.255.255","DB-LSP-DISC","255","Dropbox LAN sync Discovery Protocol"
"91","3.242521","161.111.137.247","239.255.255.250","SSDP","545","NOTIFY * HTTP/1.1 "
"92","3.258902","fe80::785b:5b45:e855:6a12","ff02::c","SSDP","571","NOTIFY * HTTP/1.1 "
"93","3.295531","161.111.137.247","239.255.255.250","SSDP","543","NOTIFY * HTTP/1.1 "
"94","3.316341","fe80::785b:5b45:e855:6a12","ff02::c","SSDP","569","NOTIFY * HTTP/1.1 "
"95","3.461574","161.111.137.247","239.255.255.250","SSDP","531","NOTIFY * HTTP/1.1 "
"96","3.476325","fe80::785b:5b45:e855:6a12","ff02::c","SSDP","557","NOTIFY * HTTP/1.1 "
"97","3.517383","0.0.0.0","255.255.255.255","DHCP","618","DHCP Discover - Transaction ID 0x4f21b"
"98","3.672107","161.111.137.211","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"99","3.675760","161.111.137.211","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"100","3.730772","161.111.136.206","255.255.255.255","DB-LSP-DISC","186","Dropbox LAN sync Discovery Protocol"
"101","3.731316","161.111.136.206","161.111.139.255","DB-LSP-DISC","186","Dropbox LAN sync Discovery Protocol"
"102","3.801509","161.111.137.247","239.255.255.250","SSDP","479","NOTIFY * HTTP/1.1 "
"103","3.815756","161.111.136.145","161.111.139.255","UDP","305","54915  >  54915 Len=263"
"104","3.816005","fe80::785b:5b45:e855:6a12","ff02::c","SSDP","505","NOTIFY * HTTP/1.1 "
"105","3.866693","161.111.137.247","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"106","3.888346","fe80::785b:5b45:e855:6a12","ff02::c","SSDP","514","NOTIFY * HTTP/1.1 "
"107","4.009687","161.111.137.247","239.255.255.250","SSDP","479","NOTIFY * HTTP/1.1 "
"108","4.024499","fe80::785b:5b45:e855:6a12","ff02::c","SSDP","505","NOTIFY * HTTP/1.1 "
"109","4.065169","fe80::b6b6:86ff:fec0:5845","ff02::1:2","DHCPv6","161","Solicit XID: 0x18a98c CID: 00030001b4b686c05845 IAA: :: "
"110","4.101701","161.111.137.12","224.0.0.251","MDNS","74","Standard query 0x0000 A Recursos.local, ""QM"" question"
"111","4.102446","fe80::945e:a58a:bad3:e8bd","ff02::fb","MDNS","94","Standard query 0x0000 A Recursos.local, ""QM"" question"
"112","4.102612","161.111.136.126","224.0.0.251","MDNS","60","Standard query response 0x0000"
"113","4.103741","161.111.137.12","224.0.0.251","MDNS","74","Standard query 0x0000 AAAA Recursos.local, ""QM"" question"
"114","4.104427","fe80::945e:a58a:bad3:e8bd","ff02::fb","MDNS","94","Standard query 0x0000 AAAA Recursos.local, ""QM"" question"
"115","4.104500","161.111.136.126","224.0.0.251","MDNS","60","Standard query response 0x0000"
"116","4.106919","fe80::945e:a58a:bad3:e8bd","ff02::1:3","LLMNR","88","Standard query 0x8848 A Recursos"
"117","4.107394","161.111.137.12","224.0.0.252","LLMNR","68","Standard query 0x8848 A Recursos"
"118","4.109352","fe80::945e:a58a:bad3:e8bd","ff02::1:3","LLMNR","88","Standard query 0x863a AAAA Recursos"
"119","4.109837","161.111.137.12","224.0.0.252","LLMNR","68","Standard query 0x863a AAAA Recursos"
"120","4.260198","161.111.137.12","224.0.0.251","MDNS","76","Standard query 0x0000 A hp2k3recPS.local, ""QM"" question"
"121","4.260773","fe80::945e:a58a:bad3:e8bd","ff02::fb","MDNS","96","Standard query 0x0000 A hp2k3recPS.local, ""QM"" question"
"122","4.261068","161.111.136.126","224.0.0.251","MDNS","60","Standard query response 0x0000"
"123","4.262450","161.111.137.12","224.0.0.251","MDNS","76","Standard query 0x0000 AAAA hp2k3recPS.local, ""QM"" question"
"124","4.263153","161.111.136.126","224.0.0.251","MDNS","60","Standard query response 0x0000"
"125","4.263242","fe80::945e:a58a:bad3:e8bd","ff02::fb","MDNS","96","Standard query 0x0000 AAAA hp2k3recPS.local, ""QM"" question"
"126","4.264793","fe80::945e:a58a:bad3:e8bd","ff02::1:3","LLMNR","90","Standard query 0x3e8a A hp2k3recPS"
"127","4.265251","161.111.137.12","224.0.0.252","LLMNR","70","Standard query 0x3e8a A hp2k3recPS"
"128","4.266435","fe80::945e:a58a:bad3:e8bd","ff02::1:3","LLMNR","90","Standard query 0xca3a AAAA hp2k3recPS"
"129","4.266843","161.111.137.12","224.0.0.252","LLMNR","70","Standard query 0xca3a AAAA hp2k3recPS"
"130","4.341515","161.111.137.247","239.255.255.250","SSDP","531","NOTIFY * HTTP/1.1 "
"131","4.371438","161.111.137.241","255.255.255.255","UDP","82","62358  >  1947 Len=40"
"132","4.384671","fe80::785b:5b45:e855:6a12","ff02::c","SSDP","557","NOTIFY * HTTP/1.1 "
"133","4.517732","fe80::945e:a58a:bad3:e8bd","ff02::1:3","LLMNR","88","Standard query 0x8848 A Recursos"
"134","4.517898","161.111.137.12","224.0.0.252","LLMNR","68","Standard query 0x8848 A Recursos"
"135","4.519639","fe80::945e:a58a:bad3:e8bd","ff02::1:3","LLMNR","88","Standard query 0x863a AAAA Recursos"
"136","4.519801","161.111.137.12","224.0.0.252","LLMNR","68","Standard query 0x863a AAAA Recursos"
"137","4.521582","161.111.139.247","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"138","4.586225","fe80::a580:2890:2217:4dbc","ff02::1:2","DHCPv6","148","Solicit XID: 0x5cd7a6 CID: 0001000117624b0c0026b98077d4 "
"139","4.661149","161.111.137.95","255.255.255.255","DB-LSP-DISC","207","Dropbox LAN sync Discovery Protocol"
"140","4.661273","161.111.137.95","161.111.139.255","DB-LSP-DISC","207","Dropbox LAN sync Discovery Protocol"
"141","4.674553","161.111.137.211","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"142","4.676193","fe80::945e:a58a:bad3:e8bd","ff02::1:3","LLMNR","90","Standard query 0x3e8a A hp2k3recPS"
"143","4.676620","161.111.137.12","224.0.0.252","LLMNR","70","Standard query 0x3e8a A hp2k3recPS"
"144","4.676651","161.111.137.211","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"145","4.677251","fe80::945e:a58a:bad3:e8bd","ff02::1:3","LLMNR","90","Standard query 0xca3a AAAA hp2k3recPS"
"146","4.677532","161.111.137.12","224.0.0.252","LLMNR","70","Standard query 0xca3a AAAA hp2k3recPS"
"147","4.686108","161.111.137.243","239.255.255.250","SSDP","168","M-SEARCH * HTTP/1.1 "
"148","4.705307","161.111.137.40","239.255.255.250","SSDP","143","M-SEARCH * HTTP/1.1 "
"149","4.757747","161.111.137.247","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"150","4.780606","fe80::785b:5b45:e855:6a12","ff02::c","SSDP","514","NOTIFY * HTTP/1.1 "
"151","4.826730","161.111.137.247","239.255.255.250","SSDP","545","NOTIFY * HTTP/1.1 "
"152","4.829137","161.111.136.145","161.111.139.255","UDP","305","54915  >  54915 Len=263"
"153","4.866785","fe80::785b:5b45:e855:6a12","ff02::c","SSDP","571","NOTIFY * HTTP/1.1 "
"154","5.062930","161.111.137.130","239.255.255.250","SSDP","139","M-SEARCH * HTTP/1.1 "
"155","5.094191","161.111.137.130","239.255.255.250","SSDP","139","M-SEARCH * HTTP/1.1 "
"156","5.101525","161.111.137.12","224.0.0.251","MDNS","74","Standard query 0x0000 A Recursos.local, ""QM"" question"
"157","5.101995","fe80::945e:a58a:bad3:e8bd","ff02::fb","MDNS","94","Standard query 0x0000 A Recursos.local, ""QM"" question"
"158","5.102344","161.111.136.126","224.0.0.251","MDNS","60","Standard query response 0x0000"
"159","5.103505","161.111.137.12","224.0.0.251","MDNS","74","Standard query 0x0000 AAAA Recursos.local, ""QM"" question"
"160","5.104153","161.111.136.126","224.0.0.251","MDNS","60","Standard query response 0x0000"
"161","5.104195","fe80::945e:a58a:bad3:e8bd","ff02::fb","MDNS","94","Standard query 0x0000 AAAA Recursos.local, ""QM"" question"
"162","5.253397","161.111.136.206","239.255.255.250","SSDP","139","M-SEARCH * HTTP/1.1 "
"163","5.260682","161.111.137.12","224.0.0.251","MDNS","76","Standard query 0x0000 A hp2k3recPS.local, ""QM"" question"
"164","5.261218","fe80::945e:a58a:bad3:e8bd","ff02::fb","MDNS","96","Standard query 0x0000 A hp2k3recPS.local, ""QM"" question"
"165","5.261841","161.111.136.126","224.0.0.251","MDNS","60","Standard query response 0x0000"
"166","5.262822","161.111.137.12","224.0.0.251","MDNS","76","Standard query 0x0000 AAAA hp2k3recPS.local, ""QM"" question"
"167","5.263524","fe80::945e:a58a:bad3:e8bd","ff02::fb","MDNS","96","Standard query 0x0000 AAAA hp2k3recPS.local, ""QM"" question"
"168","5.263762","161.111.136.126","224.0.0.251","MDNS","60","Standard query response 0x0000"
"169","5.396432","192.168.4.20","161.111.139.31","UDP","108","35106  >  6041 Len=66"
"170","5.396991","161.111.139.31","161.111.139.255","DIS","108","PDUType: 71 \t Info Operations Report"
"171","5.397079","161.111.139.31","161.111.139.255","UDP","108","44597  >  1003 Len=66"
"172","5.397132","161.111.139.31","161.111.139.255","UDP","108","52685  >  3401 Len=66"
"173","5.397172","161.111.139.31","161.111.139.255","UDP","108","35919  >  6341 Len=66"
"174","5.397208","161.111.139.31","161.111.139.255","UDP","108","38373  >  6441 Len=66"
"175","5.439629","161.111.137.76","161.111.139.255","UDP","82","52307  >  1947 Len=40"
"176","5.476834","192.168.4.20","161.111.139.31","UDP","108","33411  >  2999 Len=66"
"177","5.477026","161.111.136.36","255.255.255.255","UDP","78","47444  >  47444 Len=36"
"178","5.503455","161.111.136.158","161.111.139.255","UDP","82","50753  >  1947 Len=40"
"179","5.675087","161.111.137.211","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"180","5.677274","161.111.137.211","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"181","5.677726","161.111.137.247","239.255.255.250","SSDP","543","NOTIFY * HTTP/1.1 "
"182","5.681619","161.111.137.247","239.255.255.250","SSDP","559","NOTIFY * HTTP/1.1 "
"183","5.710918","fe80::785b:5b45:e855:6a12","ff02::c","SSDP","569","NOTIFY * HTTP/1.1 "
"184","5.752717","fe80::785b:5b45:e855:6a12","ff02::c","SSDP","585","NOTIFY * HTTP/1.1 "
"185","5.817413","161.111.136.145","161.111.139.255","UDP","305","54915  >  54915 Len=263"
"186","6.135721","161.111.137.247","239.255.255.250","SSDP","559","NOTIFY * HTTP/1.1 "
"187","6.158162","fe80::785b:5b45:e855:6a12","ff02::c","SSDP","585","NOTIFY * HTTP/1.1 "
"188","6.193976","161.111.136.155","255.255.255.255","DB-LSP-DISC","355","Dropbox LAN sync Discovery Protocol"
"189","6.197062","161.111.136.155","161.111.139.255","DB-LSP-DISC","355","Dropbox LAN sync Discovery Protocol"
"190","6.242851","161.111.137.247","239.255.255.250","SSDP","545","NOTIFY * HTTP/1.1 "
"191","6.282101","fe80::785b:5b45:e855:6a12","ff02::c","SSDP","571","NOTIFY * HTTP/1.1 "
"192","6.296642","161.111.137.247","239.255.255.250","SSDP","543","NOTIFY * HTTP/1.1 "
"193","6.306606","192.168.4.20","161.111.139.31","UDP","106","33411  >  2999 Len=64"
"194","6.322909","fe80::785b:5b45:e855:6a12","ff02::c","SSDP","569","NOTIFY * HTTP/1.1 "
"195","6.344111","192.168.4.20","161.111.139.31","UDP","106","35106  >  6041 Len=64"
"196","6.344579","161.111.139.31","161.111.139.255","DIS","106","PDUType: 71 \t Info Operations Report"
"197","6.344650","161.111.139.31","161.111.139.255","UDP","106","44597  >  1003 Len=64"
"198","6.344706","161.111.139.31","161.111.139.255","UDP","106","52685  >  3401 Len=64"
"199","6.344744","161.111.139.31","161.111.139.255","UDP","106","35919  >  6341 Len=64"
"200","6.344802","161.111.139.31","161.111.139.255","UDP","106","38373  >  6441 Len=64"
"201","6.416982","149.126.34.103","161.111.139.31","UDP","116","36668  >  6043 Len=74"
"202","6.417623","161.111.139.31","161.111.139.255","UDP","116","33983  >  3403 Len=74"
"203","6.417724","161.111.139.31","161.111.139.255","UDP","116","53722  >  6343 Len=74"
"204","6.417808","161.111.139.31","161.111.139.255","UDP","116","39744  >  6443 Len=74"
"205","6.461801","161.111.137.247","239.255.255.250","SSDP","531","NOTIFY * HTTP/1.1 "
"206","6.477714","fe80::785b:5b45:e855:6a12","ff02::c","SSDP","557","NOTIFY * HTTP/1.1 "
"207","6.624466","192.168.4.20","161.111.139.31","UDP","106","33411  >  2999 Len=64"
"208","6.630778","192.168.4.20","161.111.139.31","UDP","106","35106  >  6041 Len=64"
"209","6.631211","161.111.139.31","161.111.139.255","DIS","106","PDUType: 71 \t Info Operations Report"
"210","6.631271","161.111.139.31","161.111.139.255","UDP","106","44597  >  1003 Len=64"
"211","6.631324","161.111.139.31","161.111.139.255","UDP","106","52685  >  3401 Len=64"
"212","6.631375","161.111.139.31","161.111.139.255","UDP","106","35919  >  6341 Len=64"
"213","6.631410","161.111.139.31","161.111.139.255","UDP","106","38373  >  6441 Len=64"
"214","6.675337","161.111.137.211","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"215","6.677540","161.111.137.211","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"216","6.801896","161.111.137.247","239.255.255.250","SSDP","479","NOTIFY * HTTP/1.1 "
"217","6.816385","fe80::785b:5b45:e855:6a12","ff02::c","SSDP","505","NOTIFY * HTTP/1.1 "
"218","6.821646","161.111.136.145","161.111.139.255","UDP","305","54915  >  54915 Len=263"
"219","6.867796","161.111.137.247","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"220","6.897179","fe80::785b:5b45:e855:6a12","ff02::c","SSDP","514","NOTIFY * HTTP/1.1 "
"221","6.932029","161.111.136.209","161.111.139.255","DB-LSP-DISC","188","Dropbox LAN sync Discovery Protocol"
"222","7.009801","161.111.137.247","239.255.255.250","SSDP","479","NOTIFY * HTTP/1.1 "
"223","7.034068","fe80::785b:5b45:e855:6a12","ff02::c","SSDP","505","NOTIFY * HTTP/1.1 "
"224","7.095857","192.168.4.20","161.111.139.31","UDP","108","35106  >  6041 Len=66"
"225","7.096295","161.111.139.31","161.111.139.255","DIS","108","PDUType: 71 \t Info Operations Report"
"226","7.096360","161.111.139.31","161.111.139.255","UDP","108","44597  >  1003 Len=66"
"227","7.096412","161.111.139.31","161.111.139.255","UDP","108","52685  >  3401 Len=66"
"228","7.096456","161.111.139.31","161.111.139.255","UDP","108","35919  >  6341 Len=66"
"229","7.096498","161.111.139.31","161.111.139.255","UDP","108","38373  >  6441 Len=66"
"230","7.124537","192.168.4.20","161.111.139.31","UDP","108","33411  >  2999 Len=66"
"231","7.216529","0.0.0.0","255.255.255.255","DHCP","618","DHCP Discover - Transaction ID 0x4f21b"
"232","7.312571","161.111.137.247","239.255.255.250","SSDP","320","NOTIFY * HTTP/1.1 "
"233","7.317236","161.111.138.203","255.255.255.255","UDP","156","49185  >  8125 Len=114"
"234","7.341937","161.111.137.247","239.255.255.250","SSDP","531","NOTIFY * HTTP/1.1 "
"235","7.362266","fe80::785b:5b45:e855:6a12","ff02::c","SSDP","557","NOTIFY * HTTP/1.1 "
"236","7.532417","161.111.139.247","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"237","7.705699","161.111.137.40","239.255.255.250","SSDP","143","M-SEARCH * HTTP/1.1 "
"238","7.757440","161.111.137.247","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"239","7.762163","161.111.139.229","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"240","7.791018","fe80::785b:5b45:e855:6a12","ff02::c","SSDP","514","NOTIFY * HTTP/1.1 "
"241","7.818930","161.111.136.145","161.111.139.255","UDP","305","54915  >  54915 Len=263"
"242","7.826885","161.111.137.247","239.255.255.250","SSDP","545","NOTIFY * HTTP/1.1 "
"243","7.847525","fe80::785b:5b45:e855:6a12","ff02::c","SSDP","571","NOTIFY * HTTP/1.1 "
"244","8.064112","192.168.4.20","161.111.139.31","UDP","108","33411  >  2999 Len=66"
"245","8.093502","192.168.4.20","161.111.139.31","UDP","108","35106  >  6041 Len=66"
"246","8.094000","161.111.139.31","161.111.139.255","DIS","108","PDUType: 71 \t Info Operations Report"
"247","8.094133","161.111.139.31","161.111.139.255","UDP","108","44597  >  1003 Len=66"
"248","8.094199","161.111.139.31","161.111.139.255","UDP","108","52685  >  3401 Len=66"
"249","8.094240","161.111.139.31","161.111.139.255","UDP","108","35919  >  6341 Len=66"
"250","8.094277","161.111.139.31","161.111.139.255","UDP","108","38373  >  6441 Len=66"
"251","8.321330","161.111.139.241","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"252","8.394931","161.111.137.241","161.111.139.255","UDP","82","62358  >  1947 Len=40"
"253","8.602948","149.126.34.103","161.111.139.31","UDP","136","56938  >  6042 Len=94"
"254","8.603630","161.111.139.31","161.111.139.255","UDP","136","58438  >  3402 Len=94"
"255","8.603735","161.111.139.31","161.111.139.255","UDP","136","49755  >  6342 Len=94"
"256","8.603840","161.111.139.31","161.111.139.255","UDP","136","45568  >  6442 Len=94"
"257","8.677984","161.111.137.247","239.255.255.250","SSDP","543","NOTIFY * HTTP/1.1 "
"258","8.681884","161.111.137.247","239.255.255.250","SSDP","559","NOTIFY * HTTP/1.1 "
